id,post_id,tag_id
588,296,60
589,297,57
590,297,50
591,297,59
592,298,59
593,298,6
594,299,60
595,299,61
596,300,13
597,300,52
598,300,27
599,301,45
600,302,39
601,302,6
602,302,44
603,303,37
604,303,5
605,303,16
606,304,31
607,304,68
608,304,65
609,305,3
610,305,2
611,306,13
612,306,36
613,307,29
614,308,33
615,308,32
616,308,34
617,309,41
618,310,1
619,310,4
620,311,19
621,312,63
622,312,65
623,312,64
624,313,57
625,313,18
626,313,64
627,314,62
628,314,10
629,314,9
630,315,20
631,316,34
632,317,37
633,318,38
634,318,59
635,318,14
636,319,4
637,319,39
638,319,18
639,320,65
640,320,9
641,320,2
642,321,12
643,322,62
644,323,29
645,323,31
646,324,39
647,325,32
648,326,30
649,327,15
650,327,16
651,327,17
652,328,30
653,328,41
654,328,19
655,329,23
656,330,26
657,331,63
658,331,21
659,332,33
660,333,20
661,333,44
662,334,25
663,334,46
664,334,33
665,335,64
666,336,51
667,336,2
668,337,49
669,337,66
670,337,17
671,338,18
672,339,63
673,339,28
674,339,21
675,340,6
676,340,51
677,341,39
678,341,17
679,342,58
680,342,57
681,342,59
682,343,24
683,343,8
684,344,27
685,344,63
686,345,61
687,346,61
688,346,62
689,346,24
690,347,21
691,347,22
692,347,23
693,348,56
694,348,5
695,348,25
696,349,4
697,349,3
698,350,40
699,350,45
700,351,22
701,352,5
702,353,46
703,353,50
704,353,65
705,354,18
706,354,20
707,354,19
708,355,24
709,355,25
710,356,41
711,357,63
712,358,7
713,359,1
714,360,59
715,361,42
716,361,43
717,362,3
718,363,44
719,363,47
720,364,7
721,364,49
722,364,20
723,365,64
724,365,39
725,365,3
726,366,61
727,367,65
728,368,10
729,368,13
730,369,21
731,369,22
732,369,23
733,370,17
734,371,11
735,371,24
736,371,45
737,372,25
738,372,36
739,373,23
740,373,5
741,373,57
742,374,2
743,374,12
744,375,9
745,376,33
746,376,63
747,377,46
748,377,42
749,377,54
750,378,34
751,379,19
752,379,18
753,380,19
754,380,18
755,381,42
756,381,44
757,381,43
758,382,65
759,383,63
760,383,65
761,383,64
762,384,8
763,385,20
764,386,49
765,386,36
766,387,12
767,387,49
768,387,10
769,388,65
770,388,64
771,388,63
772,389,53
773,389,7
774,390,2
775,390,4
776,390,5
777,391,68
778,391,23
779,392,35
780,392,31
781,392,32
782,393,48
783,393,32
784,393,31
785,394,39
786,394,44
787,394,38
788,395,6
789,395,36
790,395,55
791,396,60
792,396,15
793,396,18
794,397,4
795,397,64
796,398,24
797,398,41
798,398,17
799,399,17
800,400,12
801,400,27
802,401,34
803,401,32
804,402,29
805,403,25
806,403,34
807,404,64
808,405,51
809,405,7
810,405,17
811,406,52
812,407,2
813,407,3
814,408,53
815,409,17
816,409,59
817,410,27
818,410,28
819,410,16
820,411,63
821,412,27
822,412,24
823,413,62
824,413,50
825,413,20
826,414,30
827,415,27
828,415,64
829,416,45
830,417,18
831,418,64
832,418,1
833,418,47
834,419,3
835,420,13
836,420,11
837,420,10
838,421,42
839,421,5
840,421,58
841,422,29
842,422,8
843,422,40
844,423,11
845,424,9
846,424,28
847,425,55
848,426,13
849,426,10
850,427,42
851,428,33
852,428,46
853,429,48
854,429,55
855,430,23
856,430,65
857,430,42
858,431,14
859,432,63
860,433,31
861,433,10
862,433,12
863,434,33
864,435,29
865,435,1
866,436,48
867,436,28
868,437,22
869,438,12
870,438,10
871,438,11
872,439,14
873,439,15
874,439,16
875,440,6
876,440,9
877,440,45
878,441,14
879,441,30
880,441,10
881,442,5
882,443,12
883,443,45
884,444,15
885,445,40
886,446,38
887,447,7
888,447,8
889,448,38
890,448,37
891,449,42
892,449,31
893,450,51
894,451,1
895,452,46
896,452,45
897,452,47
898,453,28
899,453,31
900,453,30
901,454,51
902,454,11
903,454,30
904,455,50
905,455,48
906,455,49
907,456,57
908,456,59
909,456,58
910,457,54
911,457,15
912,457,65
913,458,28
914,459,16
915,460,25
916,460,27
917,461,15
918,461,58
919,461,41
920,462,43
921,462,44
922,463,62
923,463,68
924,464,28
925,464,40
926,465,33
927,465,35
928,465,34
929,466,32
930,466,1
931,467,5
932,467,40
933,467,30
934,468,12
935,468,44
936,469,22
937,469,21
938,469,23
939,470,48
940,470,32
941,470,30
942,471,62
943,472,45
944,472,53
945,473,37
946,473,38
947,474,25
948,474,26
949,474,24
950,475,11
951,476,41
952,476,64
953,476,52
954,477,16
955,477,23
956,477,31
957,478,23
958,478,6
959,478,68
960,479,50
961,480,63
962,481,49
963,482,40
964,482,37
965,482,44
966,483,33
967,483,34
968,483,35
969,484,39
970,484,50
971,484,24
972,485,58
973,485,57
974,486,66
975,486,38
976,487,46
977,488,48
978,488,45
979,489,26
980,490,18
981,491,3
982,491,5
983,491,2
984,492,59
985,493,22
986,493,16
987,494,18
988,495,19
989,495,67
990,496,9
991,496,7
992,496,8
993,497,60
994,498,2
995,498,6
996,499,32
997,500,62
998,500,61
999,500,60
1000,501,44
1001,501,38
1002,502,16
1003,502,14
1004,503,53
1005,504,3
1006,505,68
1007,505,54
1008,505,26
1009,506,31
1010,507,64
1011,507,65
1012,507,16
1013,508,13
1014,509,10
1015,509,11
1016,510,49
1017,510,34
1018,511,48
1019,512,16
1020,512,32
1021,513,49
1022,513,10
1023,513,42
1024,514,64
1025,514,8
1026,514,51
1027,515,1
1028,515,38
1029,515,42
1030,516,6
1031,517,1
1032,517,37
1033,518,65
1034,519,5
1035,520,7
1036,520,60
1037,520,53
1038,521,17
1039,522,25
1040,522,33
1041,522,48
1042,523,66
1043,523,13
1044,523,22
1045,524,59
1046,524,57
1047,524,35
1048,525,64
1049,525,16
1050,526,49
1051,526,50
1052,527,46
1053,527,68
1054,527,27
1055,528,38
1056,529,6
1057,530,9
1058,530,8
1059,531,49
1060,531,39
1061,531,33
1062,532,27
1063,532,38
1064,532,35
1065,533,14
1066,533,13
1067,534,58
1068,534,14
1069,534,68
1070,535,37
1071,536,7
1072,537,52
1073,537,65
1074,538,36
1075,538,14
1076,538,41
1077,539,28
1078,539,27
1079,539,59
1080,540,63
1081,540,65
1082,540,64
1083,541,7
1084,541,28
1085,541,38
1086,542,43
1087,543,45
1088,543,61
1089,543,67
1090,544,31
1091,544,64
1092,544,57
1093,545,5
1094,545,43
1095,546,26
1096,547,27
1097,548,61
1098,549,68
1099,550,49
1100,551,49
1101,551,48
1102,552,22
1103,553,47
1104,553,46
1105,554,30
1106,555,49
1107,555,20
1108,556,27
1109,557,41
1110,558,9
1111,558,68
1112,559,3
1113,559,4
1114,560,36
1115,560,37
1116,560,38
1117,561,11
1118,561,33
1119,562,19
1120,562,11
1121,562,26
1122,563,17
1123,563,33
1124,563,19
1125,564,10
1126,564,12
1127,565,25
1128,565,53
1129,565,24
1130,566,39
1131,566,64
1132,567,6
1133,567,42
1134,568,57
1135,568,59
1136,568,58
1137,569,46
1138,569,45
1139,570,24
1140,570,26
1141,570,27
1142,571,68
1143,572,57
1144,572,58
1145,573,12
1146,573,17
1147,573,20
1148,574,46
1149,574,47
1150,574,45
1151,575,19
1152,576,11
1153,576,10
1154,577,32
1155,577,33
1156,578,55
1157,578,44
1158,578,7
1159,579,63
1160,580,60
1161,581,57
1162,581,59
1163,582,27
1164,582,25
1165,582,42
1166,583,44
1167,583,43
1168,584,1
1169,584,51
1170,585,51
1171,585,52
1172,586,3
1173,586,8
1174,587,15
1175,587,14
1176,588,26
1177,589,8
1178,590,38
1179,590,40
1180,591,44
1181,591,43
1182,591,42
1183,592,53
1184,592,39
1185,593,50
1186,593,67
1187,593,23
1188,594,20
1189,594,19
1190,595,22
1191,596,10
1192,596,25
1193,597,65
1194,598,5
1195,598,4
1196,599,38
1197,600,66
1198,600,37
1199,601,1
1200,602,1
1201,602,7
1202,602,10
1203,603,63
1204,603,44
1205,604,67
1206,605,52
1207,606,22
1208,606,29
1209,606,10
1210,607,58
1211,608,28
1212,609,8
1213,610,20
1214,610,50
1215,611,47
1216,612,50
1217,612,49
1218,613,3
1219,613,2
1220,614,38
1221,615,52
1222,615,62
1223,616,23
1224,616,8
1225,617,20
1226,617,29
1227,618,26
1228,618,25
1229,619,44
1230,619,68
1231,619,51
1232,620,5
1233,620,2
1234,621,42
1235,622,8
1236,622,7
1237,623,30
1238,623,20
1239,623,18
1240,624,30
1241,624,37
1242,624,22
1243,625,59
1244,625,18
1245,626,61
1246,626,5
1247,626,52
1248,627,42
1249,627,12
1250,627,14
1251,628,23
1252,629,50
1253,629,2
1254,630,66
1255,631,10
1256,631,12
1257,631,13
1258,632,19
1259,632,18
1260,632,20
1261,633,52
1262,633,30
1263,634,1
1264,634,4
1265,635,52
1266,635,51
1267,636,36
1268,637,54
1269,637,56
1270,638,6
1271,639,40
1272,640,6
1273,640,17
1274,641,40
1275,641,39
1276,641,41
1277,642,8
1278,642,9
1279,642,6
1280,643,21
1281,643,23
1282,644,56
1283,644,8
1284,645,24
1285,645,10
1286,645,43
1287,646,20
1288,646,18
1289,647,66
1290,647,29
1291,648,66
1292,649,21
1293,649,22
1294,650,63
1295,650,4
1296,650,32
1297,651,6
1298,651,8
1299,652,30
1300,652,10
1301,652,43
1302,653,15
1303,654,16
1304,655,12
1305,655,7
1306,655,36
1307,656,8
1308,656,45
1309,656,49
1310,657,35
1311,657,43
1312,658,58
1313,659,2
1314,659,4
1315,660,7
1316,661,4
1317,661,5
1318,661,1
1319,662,31
1320,662,28
1321,663,49
1322,663,48
1323,664,49
1324,664,10
1325,664,20
1326,665,27
1327,665,24
1328,666,32
1329,666,57
1330,666,22
1331,667,14
1332,667,8
1333,668,23
1334,668,21
1335,669,53
1336,669,52
1337,670,65
1338,671,26
1339,671,67
1340,672,51
1341,673,2
1342,673,4
1343,673,1
1344,674,3
1345,674,16
1346,674,51
1347,675,33
1348,675,22
1349,675,53
1350,676,63
1351,676,65
1352,677,15
1353,678,16
1354,678,17
1355,678,14
1356,679,33
1357,680,7
1358,680,8
1359,681,28
1360,682,10
1361,682,12
1362,683,31
1363,683,54
1364,684,27
1365,685,25
1366,685,17
1367,685,45
1368,686,13
1369,686,10
1370,686,11
1371,687,33
1372,688,43
1373,688,10
1374,688,28
1375,689,55
1376,690,38
1377,691,12
1378,692,20
1379,692,19
1380,692,18
1381,693,17
1382,693,14
1383,693,15
1384,694,46
1385,694,59
1386,694,5
1387,695,21
1388,695,23
1389,696,19
1390,696,29
1391,696,27
1392,697,50
1393,697,49
1394,697,48
1395,698,67
1396,699,55
1397,700,49
1398,701,25
1399,701,27
1400,701,24
1401,702,34
1402,702,44
1403,703,47
1404,704,16
1405,704,17
1406,704,15
1407,705,33
1408,705,34
1409,706,68
1410,706,21
1411,706,49
1412,707,21
1413,708,4
1414,709,30
1415,710,53
1416,710,43
1417,711,64
1418,711,65
1419,712,35
1420,712,34
1421,713,48
1422,714,16
1423,714,56
1424,714,67
1425,715,51
1426,715,52
1427,715,53
1428,716,41
1429,716,40
1430,716,39
1431,717,31
1432,717,9
1433,718,33
1434,718,18
1435,719,35
1436,719,4
1437,719,16
1438,720,53
1439,720,20
1440,720,25
1441,721,60
1442,721,61
1443,721,62
1444,722,52
1445,723,27
1446,724,37
1447,724,13
1448,725,35
1449,725,23
1450,726,47
1451,726,24
1452,726,4
1453,727,1
1454,727,46
1455,727,8
1456,728,9
1457,728,41
1458,728,42
1459,729,38
1460,729,57
1461,729,25
1462,730,54
1463,730,53
1464,730,68
1465,731,17
1466,731,15
1467,732,4
1468,733,65
1469,733,43
1470,733,38
1471,734,19
1472,734,13
1473,734,58
1474,735,38
1475,735,53
1476,735,58
1477,736,53
1478,737,41
1479,737,40
1480,738,1
1481,738,4
1482,739,58
1483,739,25
1484,739,21
1485,740,54
1486,740,36
1487,740,18
1488,741,59
1489,741,21
1490,742,37
1491,742,38
1492,743,19
1493,743,18
1494,744,18
1495,745,17
1496,746,5
1497,746,2
1498,747,43
1499,748,2
1500,748,57
1501,749,37
1502,750,65
1503,751,8
1504,751,7
1505,752,24
1506,753,65
1507,753,63
1508,753,64
1509,754,37
1510,755,48
1511,755,49
1512,755,50
1513,756,34
1514,756,33
1515,757,18
1516,757,64
1517,757,33
1518,758,55
1519,758,54
1520,759,61
1521,760,8
1522,761,51
1523,761,54
1524,761,1
1525,762,10
1526,762,43
1527,763,7
1528,763,19
1529,763,64
1530,764,56
1531,764,55
1532,765,46
1533,766,33
1534,766,25
1535,767,21
1536,767,22
1537,767,63
1538,768,44
1539,768,55
1540,768,37
1541,769,25
1542,769,24
1543,770,23
1544,770,25
1545,770,11
1546,771,48
1547,772,39
1548,773,20
1549,774,14
1550,774,27
1551,775,62
1552,775,60
1553,775,61
1554,776,61
1555,776,60
1556,777,10
1557,778,2
1558,778,22
1559,779,32
1560,780,67
1561,780,21
1562,781,60
1563,782,22
1564,782,23
1565,783,57
1566,784,52
1567,785,14
1568,785,64
1569,786,61
1570,786,54
1571,787,52
1572,788,41
1573,789,65
1574,789,63
1575,789,64
1576,790,20
1577,790,15
1578,791,29
1579,792,8
1580,793,14
1581,794,12
1582,795,44
1583,795,67
1584,796,17
1585,797,37
1586,798,41
1587,798,62
1588,799,32
1589,800,21
1590,801,48
1591,802,8
1592,803,39
1593,804,48
1594,804,10
1595,804,63
1596,805,10
1597,806,2
1598,806,45
1599,806,63
1600,807,17
1601,807,15
1602,807,16
1603,808,45
1604,808,56
1605,809,15
1606,809,60
1607,810,43
1608,811,2
1609,812,59
1610,812,36
1611,813,23
1612,813,21
1613,814,24
1614,814,50
1615,815,8
1616,816,37
1617,817,7
1618,818,43
1619,818,42
1620,819,34
1621,820,26
1622,820,24
1623,821,50
1624,821,7
1625,821,36
1626,822,6
1627,822,16
1628,822,51
1629,823,37
1630,823,36
1631,823,38
1632,824,50
1633,824,17
1634,825,9
1635,825,58
1636,825,54
1637,826,38
1638,826,43
1639,827,62
1640,827,61
1641,827,60
1642,828,2
1643,828,3
1644,829,33
1645,830,56
1646,830,23
1647,831,44
1648,831,43
1649,832,36
1650,832,47
1651,832,16
1652,833,22
1653,834,64
1654,835,32
1655,836,46
1656,837,57
1657,837,59
1658,837,58
1659,838,51
1660,838,53
1661,839,19
1662,840,50
1663,841,51
1664,841,52
1665,842,29
1666,842,44
1667,843,58
1668,844,30
1669,844,8
1670,845,32
1671,845,11
1672,845,45
1673,846,10
1674,846,12
1675,847,46
1676,848,22
1677,848,2
1678,849,8
1679,850,47
1680,850,27
1681,850,68
1682,851,27
1683,852,32
1684,853,38
1685,853,49
1686,853,28
1687,854,49
1688,854,25
1689,854,62
1690,855,50
1691,855,48
1692,855,49
1693,856,64
1694,856,15
1695,857,22
1696,858,49
1697,858,23
1698,858,65
1699,859,25
1700,860,43
1701,861,1
1702,861,3
1703,861,5
1704,862,21
1705,862,68
1706,863,43
1707,863,2
1708,863,35
1709,864,20
1710,864,19
1711,864,18
1712,865,10
1713,865,47
1714,865,1
1715,866,62
1716,867,11
1717,867,16
1718,868,32
1719,869,68
1720,870,51
1721,870,52
1722,871,52
1723,872,59
1724,873,30
1725,873,28
1726,873,31
1727,874,22
1728,874,23
1729,874,21
1730,875,4
1731,875,23
1732,876,30
1733,876,57
1734,877,48
1735,878,4
1736,879,21
1737,879,40
1738,879,64
1739,880,5
1740,880,29
1741,880,14
1742,881,46
1743,882,12
1744,883,49
1745,884,6
1746,884,21
1747,885,33
1748,885,27
1749,885,46
1750,886,30
1751,886,46
1752,886,24
1753,887,46
1754,888,35
1755,889,20
1756,889,19
1757,889,18
1758,890,12
1759,890,13
1760,890,11
1761,891,46
1762,891,8
1763,891,6
1764,892,28
1765,892,4
1766,893,65
1767,893,46
1768,893,47
1769,894,34
1770,894,35
1771,894,33
1772,895,55
1773,895,56
1774,896,50
1775,896,49
1776,896,48
1777,897,20
1778,897,18
1779,897,19
1780,898,44
1781,899,55
1782,899,67
1783,899,53
1784,900,57
1785,900,58
1786,900,59
1787,901,49
1788,901,50
1789,901,48
1790,902,39
1791,902,56
1792,903,5
1793,904,30
1794,905,60
1795,906,5
1796,907,49
1797,907,50
1798,907,48
1799,908,66
1800,908,68
1801,909,29
1802,910,33
1803,910,35
1804,911,55
1805,912,36
1806,913,21
1807,913,23
1808,914,28
1809,914,55
1810,915,56
1811,915,2
1812,915,53
1813,916,6
1814,916,16
1815,917,54
1816,918,20
1817,918,18
1818,918,19
1819,919,50
1820,919,43
1821,920,1
1822,921,3
1823,922,17
1824,923,57
1825,924,27
1826,924,26
1827,924,24
1828,925,41
1829,925,65
1830,926,26
1831,926,8
1832,927,6
1833,928,1
1834,928,4
1835,929,11
1836,929,12
1837,929,10
1838,930,55
1839,930,54
1840,930,56
1841,931,49
1842,932,4
1843,932,5
1844,933,53
1845,934,23
1846,935,58
1847,936,5
1848,936,34
1849,937,11
1850,937,13
1851,938,58
1852,938,57
1853,938,59
1854,939,20
1855,939,19
1856,940,48
1857,941,24
1858,942,26
1859,943,30
1860,943,58
1861,943,23
1862,944,39
1863,944,41
1864,944,16
1865,945,60
1866,945,61
1867,946,59
1868,946,21
1869,946,53
1870,947,61
1871,948,31
1872,949,8
1873,949,9
1874,949,7
1875,950,13
1876,950,1
1877,950,37
1878,951,51
1879,951,52
1880,951,53
1881,952,65
1882,952,64
1883,953,48
1884,953,37
1885,954,26
1886,954,24
1887,955,22
1888,955,23
1889,956,2
1890,957,18
1891,957,19
1892,957,20
1893,958,4
1894,958,61
1895,958,17
1896,959,16
1897,959,62
1898,960,21
1899,960,36
1900,960,47
1901,961,20
1902,961,17
1903,961,54
1904,962,63
1905,963,53
1906,963,57
1907,963,68
1908,964,16
1909,964,15
1910,965,50
1911,966,3
1912,967,20
1913,967,1
1914,967,13
1915,968,45
1916,969,39
1917,969,40
1918,970,56
1919,970,64
1920,970,33
1921,971,22
1922,971,23
1923,972,36
1924,973,67
1925,973,66
1926,973,68
1927,974,58
1928,974,59
1929,974,49
1930,975,54
1931,976,52
1932,977,2
1933,977,18
1934,978,27
1935,978,35
1936,979,21
1937,980,12
1938,981,42
1939,981,6
1940,981,27
1941,982,19
1942,982,18
1943,983,65
1944,983,22
1945,984,47
1946,984,45
1947,985,21
1948,985,22
1949,985,23
1950,986,54
1951,987,36
1952,987,38
1953,988,21
1954,988,23
1955,989,16
1956,990,47
1957,991,48
1958,991,18
1959,992,29
1960,993,40
1961,994,6
1962,995,3
1963,996,21
1964,997,36
1965,997,38
1966,998,49
1967,998,23
1968,999,3
1969,999,25
1970,1000,56
1971,1000,38
1972,1000,13
1973,1001,3
1974,1001,7
1975,1002,1
1976,1002,60
1977,1002,23
1978,1003,33
1979,1003,34
1980,1004,35
1981,1004,33
1982,1005,59
1983,1006,4
1984,1007,65
1985,1007,38
1986,1007,66
1987,1008,5
1988,1009,14
1989,1010,20
1990,1010,55
1991,1011,65
1992,1011,64
1993,1012,9
1994,1012,8
1995,1012,7
1996,1013,38
1997,1013,37
1998,1013,36
1999,1014,32
2000,1015,66
2001,1016,16
2002,1017,25
2003,1018,60
2004,1018,61
2005,1019,48
2006,1019,50
2007,1019,49
2008,1020,22
2009,1021,8
2010,1022,8
2011,1022,13
2012,1022,20
2013,1023,37
2014,1024,31
2015,1025,26
2016,1025,25
2017,1026,47
2018,1026,46
2019,1027,47
2020,1028,36
2021,1029,27
2022,1029,37
2023,1029,63
2024,1030,51
2025,1031,43
2026,1032,67
2027,1032,68
2028,1032,66
2029,1033,17
2030,1034,5
2031,1034,67
2032,1035,38
2033,1035,56
2034,1035,65
2035,1036,22
2036,1036,42
2037,1037,41
2038,1038,16
2039,1038,15
2040,1038,14
2041,1039,39
2042,1039,40
2043,1040,31
2044,1040,28
2045,1041,27
2046,1041,26
2047,1041,25
2048,1042,22
2049,1043,39
2050,1043,40
2051,1043,41
2052,1044,22
2053,1044,59
2054,1045,39
2055,1045,22
2056,1045,46
2057,1046,41
2058,1046,44
2059,1047,34
2060,1048,55
2061,1048,54
2062,1049,14
2063,1049,15
2064,1050,57
2065,1050,59
2066,1051,68
2067,1052,49
2068,1052,50
2069,1053,49
2070,1054,12
2071,1054,39
2072,1055,61
2073,1055,19
2074,1055,17
2075,1056,21
2076,1056,52
2077,1056,42
2078,1057,52
2079,1057,53
2080,1057,51
2081,1058,1
2082,1058,5
2083,1058,3
2084,1059,43
2085,1060,18
2086,1061,20
2087,1061,19
2088,1061,18
2089,1062,16
2090,1062,23
2091,1062,47
2092,1063,36
2093,1063,55
2094,1064,15
2095,1064,16
2096,1065,43
2097,1065,44
2098,1066,3
2099,1066,47
2100,1066,63
2101,1067,2
2102,1067,3
2103,1067,1
2104,1068,21
2105,1069,16
2106,1070,26
2107,1070,40
2108,1070,33
2109,1071,5
2110,1071,1
2111,1071,3
2112,1072,3
2113,1072,4
2114,1073,42
2115,1073,14
2116,1074,36
2117,1074,38
2118,1074,37
