id,user_id,interest_id
491,171,16
492,171,6
493,172,7
494,172,19
495,172,13
496,173,13
497,173,17
498,174,14
499,174,13
500,175,15
501,175,4
502,176,13
503,176,2
504,176,18
505,176,19
506,177,17
507,178,17
508,179,7
509,179,14
510,179,19
511,179,15
512,180,19
513,180,17
514,180,7
515,180,18
516,180,16
517,181,2
518,181,12
519,182,12
520,182,11
521,183,15
522,183,12
523,183,11
524,183,5
525,183,10
526,184,14
527,185,20
528,186,7
529,186,6
530,186,10
531,187,13
532,187,15
533,188,12
534,189,14
535,190,10
536,191,12
537,191,16
538,191,4
539,191,11
540,192,6
541,193,15
542,194,17
543,194,14
544,194,15
545,194,19
546,195,11
547,195,5
548,195,3
549,195,2
550,196,6
551,196,3
552,196,16
553,197,14
554,197,10
555,198,9
556,198,6
557,198,8
558,198,11
559,198,7
560,199,5
561,200,6
562,200,19
563,201,20
564,201,11
565,201,6
566,201,3
567,202,19
568,202,9
569,202,16
570,203,15
571,203,10
572,203,16
573,203,12
574,204,17
575,204,14
576,204,15
577,204,20
578,205,10
579,206,3
580,206,4
581,207,20
582,207,9
583,207,3
584,207,6
585,208,16
586,208,20
587,208,4
588,208,2
589,208,3
590,209,2
591,209,14
592,209,6
593,209,12
594,209,19
595,210,10
596,210,16
597,210,3
598,210,9
599,211,13
600,211,16
601,212,13
602,213,12
603,213,1
604,213,17
605,213,5
606,213,9
607,214,7
608,214,19
609,215,19
610,215,12
611,215,14
612,215,7
613,216,15
614,216,14
615,216,9
616,217,4
617,217,3
618,217,12
619,217,6
620,218,6
621,218,4
622,218,2
623,219,5
624,219,18
625,220,14
626,220,3
627,221,3
628,221,13
629,221,10
630,222,5
631,222,14
632,223,19
633,223,11
634,224,18
635,224,16
636,225,16
637,225,2
638,226,9
639,226,8
640,226,2
641,227,20
642,227,15
643,227,16
644,227,13
645,228,14
646,228,5
647,228,9
648,228,18
649,228,12
650,229,16
651,230,12
652,230,15
653,230,11
654,230,1
655,231,16
656,231,10
657,232,18
658,232,6
659,233,11
660,234,8
661,234,6
662,234,1
663,235,17
664,235,7
665,235,6
666,235,20
667,236,7
668,236,12
669,237,9
670,237,14
671,237,17
672,237,12
673,238,17
674,239,11
675,240,9
676,240,18
677,240,19
678,240,14
679,241,4
680,242,19
681,242,12
682,242,15
683,243,8
684,243,10
685,244,19
686,245,1
687,245,9
688,245,16
689,246,16
690,247,6
691,247,2
692,247,11
693,247,14
694,247,1
695,248,3
696,248,19
697,248,9
698,248,7
699,248,17
700,249,4
701,249,17
702,249,14
703,249,18
704,250,5
705,251,11
706,251,18
707,251,5
708,252,2
709,253,13
710,253,14
711,254,9
712,254,12
713,254,15
714,255,9
715,256,12
716,256,4
717,256,17
718,257,10
719,257,12
720,257,5
721,257,8
722,257,9
723,258,14
724,258,8
725,258,10
726,258,2
727,259,12
728,259,13
729,259,3
730,259,17
731,260,9
732,261,13
733,261,3
734,261,18
735,261,9
736,261,7
737,262,5
738,262,4
739,262,17
740,262,6
741,262,13
742,263,18
743,263,9
744,263,5
745,263,7
746,264,13
747,264,18
748,264,6
749,265,7
750,266,7
751,267,3
752,268,6
753,268,11
754,268,17
755,269,19
756,269,17
757,269,11
758,270,11
759,270,17
760,270,4
761,270,3
762,271,18
763,271,8
764,271,16
765,272,6
766,272,16
767,272,14
768,272,7
769,273,6
770,274,7
771,274,18
772,275,8
773,275,10
774,275,7
775,275,14
776,275,5
777,276,4
778,276,3
779,276,12
780,277,8
781,277,5
782,277,19
783,277,20
784,278,1
785,278,19
786,279,19
787,279,12
788,279,1
789,279,13
790,280,14
791,280,8
792,280,4
793,281,6
794,282,12
795,283,3
796,283,13
797,283,12
798,283,7
799,284,8
800,284,3
801,284,19
802,284,9
803,285,4
804,285,19
805,285,14
806,285,5
807,285,10
808,286,2
809,286,7
810,287,13
811,288,9
812,289,18
813,289,4
814,289,5
815,289,11
816,289,7
817,290,9
818,290,15
819,290,8
820,290,20
821,291,3
822,292,6
823,292,19
824,292,10
825,293,8
826,293,18
827,293,14
828,293,20
829,294,12
830,294,7
831,294,13
832,295,1
833,296,8
834,297,19
835,298,9
836,298,2
837,298,20
838,298,10
839,298,19
840,299,4
841,299,6
842,300,20
843,301,17
844,301,16
845,301,11
846,301,2
847,302,18
848,303,9
849,303,17
850,304,8
851,304,9
852,304,12
853,304,1
854,305,4
855,305,8
856,305,1
857,306,2
858,306,19
859,307,18
860,307,7
861,308,15
862,309,1
863,309,9
864,309,6
865,309,15
866,310,8
867,310,5
868,310,17
869,311,3
870,311,12
871,311,4
872,311,11
873,312,20
874,312,17
875,312,13
876,312,15
877,313,5
878,313,2
879,314,16
880,314,1
881,314,15
882,314,19
883,315,16
884,315,5
885,316,8
886,317,2
887,317,3
888,317,1
889,317,12
890,317,11
891,318,17
892,319,4
893,319,20
894,319,7
895,319,14
896,319,5
897,320,3
898,320,17
899,320,1
900,320,19
901,321,12
902,321,10
903,321,7
904,321,9
905,321,13
906,322,14
907,322,6
908,322,20
909,322,8
910,322,16
911,323,10
912,323,14
913,323,3
914,323,1
915,323,9
916,324,6
917,324,16
918,324,13
919,324,7
920,324,11
921,325,4
922,325,1
923,325,13
924,326,20
925,327,6
926,327,16
927,327,5
928,328,11
929,329,17
930,330,2
931,330,5
932,330,10
933,331,13
934,331,15
935,332,8
936,332,3
937,333,13
938,333,15
939,333,6
940,333,3
941,333,9
942,334,14
943,334,4
944,334,3
945,334,17
946,334,9
947,335,12
948,335,2
949,335,3
950,336,17
951,336,14
952,336,16
953,336,15
954,336,6
955,337,7
956,337,8
957,337,17
958,337,5
959,337,10
960,338,19
961,338,4
962,339,10
963,339,11
964,339,14
965,339,19
966,340,12
967,340,4
968,340,9
969,340,10
970,341,5
971,342,18
972,343,10
973,343,12
974,343,18
975,344,11
976,345,2
977,346,18
978,346,2
979,346,4
980,346,10
981,347,16
982,347,15
983,348,3
984,348,18
985,349,12
986,349,9
987,349,6
988,350,15
989,350,2
990,351,2
991,351,19
992,351,10
993,351,18
994,351,13
995,352,5
996,352,16
997,353,3
998,353,8
999,353,18
1000,354,15
1001,354,1
1002,354,14
1003,355,2
1004,355,18
1005,355,16
1006,356,7
1007,356,3
1008,356,9
1009,356,1
1010,356,18
1011,357,18
1012,358,20
1013,358,2
1014,359,20
1015,360,7
1016,360,1
1017,360,11
1018,360,5
1019,361,15
1020,362,7
1021,362,8
1022,363,17
1023,364,11
1024,364,9
1025,364,16
1026,364,7
1027,365,15
1028,365,9
1029,365,16
1030,365,6
1031,366,7
1032,366,16
1033,367,15
1034,368,1
1035,368,12
1036,368,16
1037,369,12
1038,369,11
1039,369,19
1040,369,6
1041,370,11
1042,370,7
1043,370,9
1044,371,1
1045,372,11
1046,372,4
1047,372,12
1048,373,16
1049,373,12
1050,374,4
1051,374,13
1052,374,15
1053,375,17
1054,375,3
1055,375,12
1056,376,3
1057,376,16
1058,376,15
1059,377,10
1060,377,9
1061,377,2
1062,378,5
1063,379,9
1064,379,7
1065,379,11
1066,379,1
1067,379,16
1068,380,2
1069,380,13
1070,381,18
1071,381,3
1072,381,17
1073,381,6
1074,381,4
1075,382,4
1076,382,5
1077,382,19
1078,383,9
1079,383,2
1080,383,14
1081,384,15
1082,384,3
1083,384,12
1084,384,16
1085,385,19
1086,385,2
1087,386,11
1088,386,8
1089,386,19
1090,386,12
1091,386,10
1092,387,20
1093,387,1
1094,387,3
1095,387,6
1096,388,10
1097,389,14
1098,389,11
1099,390,17
1100,391,4
1101,392,2
1102,392,6
1103,392,15
1104,392,11
1105,393,13
1106,393,11
1107,394,8
1108,395,3
1109,395,7
1110,396,1
1111,396,3
1112,397,13
1113,397,15
1114,397,12
1115,397,4
1116,398,5
1117,398,2
1118,399,17
1119,400,8
1120,400,2
1121,401,15
1122,401,16
1123,401,19
1124,401,2
1125,401,20
1126,402,5
1127,402,10
1128,403,15
1129,403,9
1130,403,20
1131,403,12
1132,403,14
1133,404,9
1134,405,12
1135,405,2
1136,405,9
1137,405,16
1138,405,3
1139,406,2
1140,406,8
1141,407,2
1142,408,16
1143,408,3
1144,409,13
1145,409,16
1146,409,7
1147,409,5
1148,410,5
1149,411,2
1150,411,16
1151,411,10
1152,412,1
1153,412,17
1154,412,19
1155,412,15
1156,412,8
1157,413,12
1158,413,20
1159,413,1
1160,413,13
1161,414,5
1162,415,14
1163,415,3
1164,415,11
1165,415,17
1166,415,12
1167,416,18
1168,416,14
1169,417,7
1170,417,20
1171,417,4
1172,418,19
1173,418,13
1174,418,18
1175,418,4
1176,418,3
1177,419,13
1178,420,11
1179,420,3
1180,421,10
1181,422,17
1182,422,18
1183,423,11
1184,423,16
1185,424,2
1186,424,16
1187,425,15
1188,425,5
1189,425,2
1190,425,7
1191,426,3
1192,426,8
1193,426,7
1194,427,14
1195,427,5
1196,427,15
1197,427,8
1198,428,16
1199,428,20
1200,428,14
1201,429,11
1202,429,20
1203,430,19
1204,430,6
1205,430,20
1206,430,14
1207,430,1
1208,431,10
1209,432,5
1210,432,18
1211,432,6
1212,432,4
1213,433,11
1214,433,14
1215,433,19
1216,433,12
1217,434,4
1218,435,11
1219,435,15
1220,435,13
1221,435,4
1222,435,2
1223,436,10
1224,436,11
1225,436,5
1226,436,12
1227,437,14
1228,437,12
1229,437,1
1230,437,8
1231,437,6
1232,438,4
1233,438,2
1234,438,13
1235,438,1
1236,438,3
1237,439,16
1238,439,18
1239,440,7
1240,440,17
1241,441,10
1242,441,5
1243,442,3
1244,442,13
1245,443,17
1246,443,7
1247,443,4
1248,443,10
1249,443,1
1250,444,7
1251,444,4
1252,445,18
1253,445,7
1254,445,10
1255,445,3
1256,446,4
1257,447,3
1258,448,20
1259,448,3
1260,448,14
1261,448,9
1262,448,13
1263,449,3
1264,449,12
1265,449,7
1266,449,6
1267,449,17
1268,450,19
1269,450,10
1270,451,7
1271,451,5
1272,451,1
1273,451,17
1274,452,10
1275,452,2
1276,453,8
1277,453,3
1278,453,17
1279,453,1
1280,453,11
1281,454,13
1282,455,5
1283,455,19
1284,456,3
1285,457,7
1286,457,14
1287,457,15
1288,457,1
1289,458,20
1290,459,9
1291,459,15
1292,459,3
1293,459,14
1294,459,1
1295,460,5
1296,460,4
1297,460,15
1298,460,20
1299,461,4
1300,461,20
1301,461,10
1302,461,1
1303,462,5
1304,462,11
1305,462,17
1306,463,9
1307,464,12
1308,464,7
1309,464,2
1310,465,10
1311,465,1
1312,466,10
1313,466,4
1314,467,15
1315,468,6
1316,468,5
1317,468,11
1318,468,1
1319,469,8
1320,469,7
1321,469,15
1322,469,14
1323,470,16
1324,470,19
1325,470,17
1326,470,3
1327,470,1
1328,471,6
1329,471,4
1330,471,7
1331,471,17
1332,472,11
1333,472,15
1334,472,19
1335,472,10
1336,473,13
1337,474,1
1338,474,12
1339,475,9
1340,475,3
1341,475,16
1342,476,11
1343,477,2
1344,477,3
1345,477,14
1346,478,8
1347,478,15
1348,479,13
1349,480,10
1350,480,3
1351,481,17
1352,482,6
1353,482,4
1354,482,12
1355,482,15
1356,483,4
1357,483,14
1358,484,1
1359,485,9
1360,485,2
1361,485,4
1362,485,20
1363,486,15
1364,486,18
1365,487,6
1366,487,3
1367,488,6
1368,488,1
1369,488,19
1370,488,5
1371,488,17
1372,489,8
1373,489,19
1374,489,9
1375,489,2
1376,490,10
1377,490,18
1378,490,15
1379,491,19
1380,491,6
1381,491,16
1382,491,8
1383,492,4
1384,492,2
1385,492,20
1386,492,14
1387,493,5
1388,494,15
1389,494,6
1390,495,20
1391,495,18
1392,495,19
1393,496,18
1394,497,17
1395,497,11
1396,497,8
1397,497,14
1398,498,7
1399,498,10
1400,499,5
1401,499,12
1402,499,9
1403,499,2
1404,500,13
1405,500,14
1406,500,11
1407,500,20
1408,500,1
1409,501,9
1410,501,11
1411,502,5
1412,503,1
1413,503,8
1414,503,14
1415,504,3
1416,504,2
1417,504,20
1418,504,15
1419,505,16
1420,505,1
1421,505,7
1422,506,17
1423,507,5
1424,507,13
1425,508,12
1426,509,4
1427,509,3
1428,509,18
1429,509,16
1430,510,12
1431,510,9
1432,510,6
1433,510,20
1434,510,15
1435,511,18
1436,512,20
1437,513,7
1438,513,17
1439,513,14
1440,513,19
1441,514,13
1442,514,8
1443,515,11
1444,516,11
1445,517,7
1446,517,1
1447,518,9
1448,519,4
1449,520,11
1450,520,10
1451,520,20
1452,521,12
1453,521,11
1454,521,13
1455,521,3
1456,521,5
1457,522,17
1458,523,5
1459,523,16
1460,524,11
1461,525,18
1462,525,5
1463,525,16
1464,526,15
1465,526,10
1466,526,9
1467,526,4
1468,526,11
1469,527,17
1470,528,16
1471,528,18
1472,528,6
1473,528,4
1474,528,7
1475,529,8
1476,529,6
1477,529,11
1478,530,11
1479,530,1
1480,530,2
1481,531,20
1482,531,8
1483,531,1
1484,532,19
1485,533,3
1486,533,7
1487,533,19
1488,534,11
1489,534,8
1490,535,8
1491,536,11
1492,536,2
1493,536,13
1494,537,18
1495,538,10
1496,538,11
1497,539,13
1498,539,11
1499,540,9
1500,540,13
1501,540,3
1502,540,10
1503,540,19
1504,541,11
1505,541,8
1506,541,7
1507,541,13
1508,542,20
1509,542,2
1510,543,5
1511,543,10
1512,543,6
1513,544,4
1514,544,14
1515,544,9
1516,545,10
1517,545,2
1518,546,13
1519,546,20
1520,546,17
1521,546,15
1522,546,11
1523,547,11
1524,547,13
1525,547,2
1526,547,12
1527,547,4
1528,548,3
1529,548,20
1530,548,11
1531,548,13
1532,548,4
1533,549,10
1534,550,5
1535,550,7
1536,550,1
1537,550,14
1538,550,20
1539,551,12
1540,551,13
1541,551,11
1542,551,3
1543,552,10
1544,552,16
1545,552,8
1546,552,5
1547,552,11
1548,553,1
1549,553,8
1550,553,13
1551,554,20
1552,555,18
1553,555,5
1554,556,4
1555,557,9
1556,557,11
1557,557,7
1558,557,14
1559,557,10
1560,558,5
1561,558,13
1562,558,20
1563,558,9
1564,558,6
1565,559,10
1566,559,6
1567,560,15
1568,560,6
1569,560,1
1570,560,14
1571,560,2
1572,561,8
1573,561,11
1574,562,12
1575,562,11
1576,562,13
1577,563,6
1578,564,2
1579,565,13
1580,565,6
1581,566,3
1582,566,16
1583,567,20
1584,567,11
1585,568,2
1586,568,7
1587,568,20
1588,568,1
1589,569,19
1590,569,16
1591,569,20
1592,569,3
1593,569,9
1594,570,15
1595,570,18
1596,570,5
1597,570,1
1598,571,13
1599,571,19
1600,571,16
1601,571,5
1602,572,16
1603,572,4
1604,573,15
1605,574,10
1606,574,19
1607,574,14
1608,575,1
1609,575,12
1610,575,9
1611,576,1
1612,576,3
1613,576,16
1614,577,9
1615,578,10
1616,578,13
1617,578,19
1618,578,9
1619,579,9
1620,580,16
1621,581,18
1622,582,3
1623,582,6
1624,583,13
1625,583,1
1626,583,12
1627,584,16
1628,584,2
1629,584,8
1630,584,11
1631,585,15
1632,585,10
1633,585,18
1634,585,17
1635,585,5
1636,586,9
1637,587,14
1638,587,6
1639,587,16
1640,588,20
1641,588,9
1642,589,9
1643,589,2
1644,589,14
1645,589,19
1646,589,3
1647,590,7
1648,590,15
1649,590,20
1650,591,13
1651,591,10
1652,591,18
1653,591,15
1654,592,20
1655,593,9
1656,593,14
1657,593,10
1658,594,13
1659,594,17
1660,594,3
1661,594,12
1662,595,6
1663,595,14
1664,595,12
1665,596,18
1666,597,4
1667,597,8
1668,598,18
1669,598,4
1670,598,11
1671,598,7
1672,599,13
1673,599,8
1674,599,5
1675,600,15
1676,600,12
1677,600,13
1678,600,1
1679,600,10
1680,601,16
1681,601,4
1682,601,18
1683,601,14
1684,602,6
1685,602,10
1686,602,16
1687,602,1
1688,603,1
1689,603,5
1690,603,2
1691,604,10
1692,604,12
1693,604,20
1694,605,9
1695,605,17
1696,605,5
1697,605,20
1698,605,1
1699,606,1
1700,606,7
1701,606,2
1702,606,3
1703,606,15
1704,607,4
1705,608,19
1706,608,6
1707,608,18
1708,608,1
1709,609,8
1710,609,20
1711,610,14
1712,611,3
1713,611,5
1714,612,17
1715,612,18
1716,612,2
1717,613,15
1718,613,11
1719,613,5
1720,613,13
1721,613,18
1722,614,20
1723,614,17
1724,614,2
1725,614,1
1726,614,4
1727,615,12
1728,615,7
1729,615,3
1730,615,17
1731,615,20
1732,616,3
1733,617,5
1734,617,18
1735,618,1
1736,619,12
1737,619,5
1738,619,6
1739,619,10
1740,620,13
1741,620,5
1742,620,18
1743,620,1
1744,620,4
1745,621,3
1746,621,13
1747,621,20
1748,621,11
1749,622,2
1750,623,11
1751,623,16
1752,623,8
1753,623,3
1754,624,6
1755,624,12
1756,624,9
1757,624,10
1758,625,11
1759,625,15
1760,625,2
1761,625,19
1762,625,7
1763,626,3
1764,626,12
1765,626,11
1766,626,10
1767,626,7
1768,627,9
1769,627,7
1770,627,8
1771,627,2
1772,627,12
1773,628,10
1774,628,16
1775,629,15
1776,629,6
1777,629,17
1778,630,9
1779,631,17
1780,632,19
1781,632,6
1782,633,4
1783,633,18
1784,633,7
1785,633,3
1786,633,5
1787,634,3
1788,634,18
1789,635,12
1790,635,4
1791,635,20
1792,635,15
1793,635,16
1794,636,9
1795,637,18
1796,638,2
1797,638,18
1798,638,3
1799,638,4
1800,638,19
1801,639,8
1802,639,3
1803,639,4
1804,640,7
1805,640,9
1806,640,18
1807,640,16
1808,640,13
1809,641,8
1810,641,19
1811,641,5
1812,642,7
1813,642,12
1814,642,16
1815,642,6
1816,642,3
1817,643,18
1818,644,9
1819,645,4
1820,645,13
1821,645,11
1822,645,12
1823,645,10
1824,646,1
1825,646,10
1826,646,14
1827,646,4
1828,646,5
1829,647,10
1830,648,1
1831,648,8
1832,649,20
1833,649,14
1834,650,20
1835,650,17
1836,650,8
1837,650,14
1838,651,18
1839,652,6
1840,652,11
1841,652,5
1842,653,5
1843,653,13
1844,653,7
1845,653,1
1846,654,5
1847,654,2
1848,654,7
1849,654,13
1850,654,4
1851,655,2
1852,655,12
1853,656,2
1854,656,7
1855,656,16
1856,657,5
1857,657,11
1858,657,7
1859,657,18
1860,658,4
1861,658,5
1862,658,10
1863,659,16
1864,659,20
1865,659,7
1866,659,15
1867,660,19
1868,661,11
1869,661,19
1870,661,15
1871,661,14
1872,661,8
1873,662,5
1874,662,17
1875,662,11
1876,662,14
1877,662,18
1878,663,18
1879,664,19
1880,664,16
1881,665,19
1882,665,11
1883,665,7
1884,666,5
1885,666,11
1886,666,6
1887,667,8
1888,667,1
1889,667,19
1890,667,6
1891,667,4
1892,668,4
1893,668,14
1894,668,10
1895,669,8
1896,669,1
1897,670,15
1898,670,12
1899,671,17
1900,671,4
1901,671,10
1902,672,19
1903,672,8
1904,672,3
1905,673,8
1906,674,19
1907,675,10
1908,675,3
1909,675,13
1910,675,12
1911,676,13
1912,676,9
1913,676,11
1914,676,14
1915,677,15
1916,677,2
1917,677,4
1918,678,10
1919,678,12
1920,679,10
1921,679,6
1922,679,1
1923,679,8
1924,679,17
1925,680,8
1926,680,9
1927,680,19
1928,680,4
1929,681,12
1930,681,17
1931,681,14
1932,681,16
1933,682,17
1934,682,15
1935,682,18
1936,683,20
1937,684,14
1938,684,4
1939,684,10
1940,685,11
1941,686,17
1942,686,8
1943,686,4
1944,686,11
1945,687,18
1946,687,10
1947,687,19
1948,687,6
1949,688,7
1950,688,1
1951,688,19
1952,688,5
1953,689,9
1954,690,7
1955,690,14
1956,691,5
1957,691,16
1958,692,11
1959,692,1
1960,692,15
1961,692,7
1962,692,14
1963,693,17
1964,693,16
1965,694,13
1966,694,5
1967,694,6
1968,695,13
1969,695,5
1970,695,20
1971,695,4
1972,695,2
1973,696,18
1974,697,2
1975,697,8
1976,697,19
1977,697,17
1978,698,15
1979,698,18
1980,698,20
1981,698,19
1982,699,20
1983,699,7
1984,700,12
1985,700,7
1986,700,4
1987,701,9
1988,702,20
1989,702,4
1990,703,6
1991,703,15
1992,703,10
1993,704,18
1994,704,16
1995,705,8
1996,705,9
1997,705,6
1998,705,18
1999,705,2
2000,706,7
2001,706,4
2002,706,9
2003,706,6
2004,706,10
2005,707,11
2006,708,16
2007,708,5
2008,709,3
2009,709,15
2010,709,18
2011,710,4
2012,710,8
2013,710,3
2014,710,16
2015,710,18
2016,711,3
2017,711,6
2018,711,16
2019,712,14
2020,712,8
2021,712,20
2022,713,8
2023,713,9
2024,713,10
2025,714,12
2026,714,18
2027,714,16
2028,715,10
2029,715,9
2030,715,4
2031,715,8
2032,716,8
2033,716,15
2034,716,11
2035,717,16
2036,717,2
2037,717,12
2038,717,3
2039,718,18
2040,718,6
2041,718,9
2042,718,10
2043,719,17
2044,719,4
2045,719,14
2046,720,16
2047,720,5
2048,720,15
2049,720,13
2050,720,17
2051,721,14
2052,721,9
2053,721,20
2054,721,18
2055,722,12
2056,722,9
2057,722,10
2058,722,20
2059,723,3
2060,723,19
2061,723,2
2062,724,10
2063,724,5
2064,725,9
2065,725,17
2066,725,20
2067,725,14
2068,725,8
2069,726,15
2070,726,18
2071,726,12
2072,726,19
2073,726,1
2074,727,15
2075,727,7
2076,727,13
2077,727,10
2078,728,16
2079,728,1
2080,728,19
2081,729,9
2082,729,13
2083,729,14
2084,729,20
2085,730,15
2086,731,20
2087,731,14
2088,731,1
2089,731,16
2090,732,16
2091,732,1
2092,732,9
2093,732,15
2094,733,14
2095,733,12
2096,733,19
2097,733,15
2098,733,16
2099,734,3
2100,735,6
2101,735,20
2102,735,7
2103,736,17
2104,736,7
2105,737,12
2106,738,9
2107,739,15
2108,739,6
2109,740,1
2110,740,20
2111,741,12
2112,741,9
2113,741,3
2114,741,2
2115,742,12
2116,742,4
2117,743,5
2118,743,11
2119,744,8
2120,744,18
2121,744,2
2122,745,5
2123,745,13
2124,745,12
2125,746,1
2126,746,8
2127,746,11
2128,746,10
2129,746,4
2130,747,9
2131,748,17
2132,748,18
2133,748,9
2134,749,9
2135,749,14
2136,749,1
2137,750,1
2138,750,17
2139,750,14
